731.244	 36
732.429	 47
736.907	 26
738.724	 27
746.91	 48
747.225	 24
748.115	 46
749.972	 32
752.575	 47
752.945	 45
758.313	 36
760.263	 26
763.919	 27
769.837	 46
776.507	 48
777.163	 36
780.09	 47
781.379	 45
781.727	 27
782.35	 32
793.27	 26
796.714	 45
800.619	 46
801.416	 32
802.721	 47
804.071	 48
805.307	 36
810.422	 27
811.965	 26
821.223	 47
825.037	 49
825.712	 48
826.375	 46
828.697	 45
833.963	 36
835.068	 32
838.336	 49
842.607	 26
843.377	 27
846.13	 50
848.365	 45
849.525	 48
852.368	 32
852.633	 47
853.647	 27
853.926	 46
856.834	 49
858.244	 50
859.575	 24
868.464	 26
869.694	 36
870.003	 48
871.428	 45
874.241	 47
878.198	 32
879.395	 27
880.155	 49
880.564	 46
883.032	 26
887.889	 36
894.49	 50
899.505	 49
903.053	 47
904.509	 46
904.892	 45
907.046	 36
907.351	 48
909.681	 32
911.047	 27
919.405	 26
919.563	 50
920.13	 48
920.486	 45
925.095	 47
927.237	 46
927.982	 26
932.375	 36
932.618	 27
937.347	 32
939.316	 48
948.044	 46
952.335	 47
952.644	 45
958.638	 27
960.344	 26
961.105	 36
970.033	 48
970.167	 32
975.969	 46
976.258	 36
976.821	 47
980.775	 24
984.212	 32
986.135	 27
988.009	 45
993.442	 26
995.259	 47
995.269	 48
997.456	 46
1008.63	 45
1009.1	 26
1009.91	 32
1010.64	 36
1015.25	 27
1016.87	 47
1023.65	 46
1024.16	 45
1025.49	 48
1028.4	 26
1031.22	 36
1035.37	 27
1040.04	 32
1046.01	 48
1046.65	 47
1047.48	 26
1048.7	 45
1051.97	 46
1055.62	 27
1065.2	 32
1065.78	 36
1066.05	 47
1075.04	 49
1075.38	 48
1075.45	 46
1077.07	 26
1083.31	 36
1085.5	 45
1086.48	 27
1088.7	 49
1089.33	 32
1096.13	 50
1097.33	 45
1101.2	 49
1102.91	 46
1103.12	 48
1106.42	 36
1107.67	 26
1107.96	 47
1111.3	 24
1112.76	 27
1114.85	 32
1116.31	 50
1121.34	 49
1123.12	 46
1125.26	 45
1125.49	 27
1125.84	 36
1126.57	 32
1128.83	 50
1130.57	 26
1133.88	 48
1133.93	 47
1138.99	 49
1146.32	 50
1150.54	 46
1150.69	 47
1151.26	 45
1154.64	 27
1155.3	 48
1155.85	 36
1155.94	 49
1158.18	 32
1159.45	 26
1161.75	 50
1162.72	 48
1164.43	 7
1164.43	 1
1164.43	 2
1164.43	 11
1172.03	 23
1175.61	 47
1176.43	 45
1176.86	 46
1177.98	 26
1178.4	 27
1182.44	 32
1187.09	 36
1187.88	 24
1199.58	 46
1199.73	 47
1202.45	 45
1204.77	 48
1204.86	 36
1210.18	 26
1217.66	 32
1218.56	 27
1224.24	 45
1227.13	 47
1228.39	 46
1230.9	 48
1231.45	 27
1232.4	 36
1232.78	 26
1237.91	 32
1246.94	 45
1247.79	 48
1248.6	 46
1251.04	 47
1251.23	 32
1261.64	 26
1262.08	 36
1263.05	 48
1263.29	 27
1272.89	 47
1273.48	 45
1275.23	 46
1280.02	 36
1284.26	 26
1287.34	 32
1288.57	 27
1294.97	 47
1297.59	 45
1301.85	 32
1306	 46
1307.18	 36
1308.39	 48
1310.37	 26
1317.58	 27
1317.72	 46
1322.85	 48
1325.04	 49
1325.83	 47
1328.38	 45
1329.03	 32
1334.22	 36
1335.53	 26
1339.8	 27
1346.13	 50
1346.42	 45
1350.3	 46
1350.38	 32
1352.34	 36
1353.07	 47
1353.33	 49
1354.94	 26
1356.68	 48
1359.1	 50
1363.4	 27
1367.97	 49
1371.82	 45
1373.38	 46
1374.26	 48
1379.13	 50
1379.21	 47
1381.28	 27
1381.96	 32
1382.96	 36
1385.31	 26
1390.85	 7
1390.85	 1
1390.85	 2
1390.85	 11
1392.65	 50
1396.14	 49
1396.43	 45
1398.6	 23
1398.99	 47
1404.7	 46
1404.72	 32
1404.76	 36
1406.2	 50
1406.26	 26
1407.66	 48
1408.38	 27
1426.25	 47
1427.1	 45
1428.51	 26
1428.68	 24
1429.18	 48
1429.61	 27
1432.18	 46
1435.11	 32
1435.72	 36
1444.33	 48
1445.88	 46
1447.12	 45
1453.26	 36
1459.81	 47
1460.89	 26
1462.77	 32
1468.08	 27
1468.8	 48
1471.01	 47
1476.22	 45
1476.97	 46
1478.46	 27
1483.32	 26
1486.65	 36
1489	 32
1495.51	 45
1497.12	 48
1498.24	 32
1499.75	 47
1500.32	 26
1500.97	 46
1509.31	 36
1516.54	 27
1518.2	 46
1523.88	 32
1523.89	 27
1526.73	 48
1526.91	 26
1532.26	 45
1533.36	 47
1535.45	 36
1540.05	 48
1542.18	 45
1544.86	 46
1544.86	 47
1554.49	 32
1556.11	 26
1562.27	 27
1567.63	 36
1570.12	 36
1573.05	 47
1574.24	 45
1575.04	 49
1575.33	 46
1576.31	 48
1586.51	 32
1587.3	 26
1592.04	 49
1595.27	 27
1596.13	 50
1597.66	 45
1602.31	 48
1603.08	 27
1605.58	 36
1605.89	 49
1606.71	 46
1608.52	 32
1610.26	 47
1613.09	 48
1616.41	 50
1617.89	 26
1621.73	 47
1625.6	 45
1626.45	 46
1627.17	 27
1628.24	 32
1632	 50
1633.78	 24
1639.22	 36
1639.7	 47
1640.95	 26
1645.88	 49
1649.29	 48
1651.74	 45
1657.64	 50
1657.87	 36
1659.6	 26
1661.73	 46
1662	 27
1662.38	 32
1672.01	 48
1672.41	 50
1672.99	 47
1674.71	 46
1675.61	 32
1676.67	 45
1677.74	 26
1680.85	 36
1693.89	 27
1696.8	 47
1698.35	 46
1698.99	 48
1700.03	 45
1701.07	 27
1706.51	 36
1707.72	 32
1721.83	 45
1722.82	 32
1723.4	 48
1725.07	 26
1726.57	 46
1728.18	 36
1731.8	 26
1732.53	 47
1737.16	 27
1742.05	 48
1743.41	 46
1748.81	 47
1752.32	 32
1755.37	 45
1755.66	 27
1758.18	 26
1763.22	 36
1772.57	 46
1773.34	 45
1773.61	 48
1774.35	 24
1780.84	 27
1781.11	 47
1782.46	 32
1784.57	 26
1784.97	 36
1794.46	 47
1799.23	 48
1799.56	 45
1800.82	 46
1803.35	 26
1806.7	 32
1813.77	 48
1814.7	 36
1816.05	 45
1816.51	 27
1820.56	 46
1825.04	 49
1828.47	 47
1831.72	 26
1834.28	 36
1838.64	 49
1838.71	 32
1839.01	 27
1845.05	 7
1845.05	 1
1845.05	 2
1845.05	 11
1845.28	 46
1846.13	 50
1848.26	 48
1850.28	 47
1851.15	 45
1852.61	 27
1853.23	 23
1855.52	 26
1860.23	 50
1862.9	 36
1863.94	 32
1865.68	 49
1866.38	 24
1873.92	 47
1873.99	 46
1874.98	 50
1876.95	 45
1877.78	 48
1882.66	 32
1883.45	 27
1883.77	 26
1889.28	 36
1896.17	 50
1896.42	 46
1898.91	 49
1898.94	 47
1899.65	 45
1907.91	 27
1908.23	 26
1910.4	 48
1910.58	 32
1911.13	 36
1922.18	 50
1927.35	 47
1928.71	 46
1929.21	 45
1930.45	 48
1932.76	 26
1933.49	 27
1934.39	 32
1941.93	 36
1945.69	 47
1947.65	 46
1949.58	 36
1949.88	 45
1949.92	 48
1954.07	 27
1957.73	 32
1959.65	 26
1975.41	 46
1975.48	 45
1977.2	 47
1980.03	 36
1982.64	 27
1986.51	 48
1987.92	 32
1988.55	 26
2003.23	 27
2003.34	 48
2003.53	 46
2003.92	 26
2005.1	 47
2009.82	 45
2015.79	 32
2016.39	 36
2019.31	 46
2023.16	 48
2026.01	 47
2029.68	 45
2033.69	 36
2036.22	 32
2037.12	 26
2037.69	 27
